LIIK;TYYP;MARK;MUDEL;KATEGOORIA;KERE_MATERJAL;PIKKUS;LAIUS;SYVIS;EHITUSAASTA;ESMANE_REG_KP;MOOTORITE_ARV;MOOTORITE_VOIMSUS;VKOM_MAAKOND;VKOM_TYYP
VÄIKELAEV;SÕUDEPAAT;MKM;-;D;ALUMIINIUM;4.1;1.51;0.0;1971;;1;15.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;56 SC;C;PLASTIK;5.53;2.24;0.38;2007;;1;74.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PERLA;380;D;PLASTIK;3.8;1.63;0.17;2015;2018-06-09;1;3.0;Tartu;FYYSILINE
JETT;;SEA-DOO;GTI SE;;MUU;3.22;1.24;0.0;2008;;0;116.0;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;CARTER;30;B;PLASTIK;9.12;3.08;1.62;1980;;1;27.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.26;0.25;1970;;1;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.15;1991;;0;4.4;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.7;1.7;0.2;1992;;0;0.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;XO;270 RS CABIN;C;ALUMIINIUM;8.6;2.59;0.95;;;1;273.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;FISKARS;-;D;ALUMIINIUM;4.0;1.75;0.35;1990;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VITSI;-;C;PLASTIK;4.0;1.75;0.2;1989;;1;36.8;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;3.5;1.25;0.0;2001;;1;6.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;C;ALUMIINIUM;4.65;1.7;0.23;1974;;1;22.0;Järva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.2;1990;;1;22.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;GRAND;C330;C;KANGAS;3.3;1.67;0.1;2007;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PUIT;5.2;2.05;0.35;2015;2015-07-21;1;66.2;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.0;1.45;0.0;1999;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BELLA;-;D;PLASTIK;4.45;1.65;0.0;1985;;0;10.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ROMANA;DELFINA 360;D;PLASTIK;3.6;1.64;0.2;2020;2021-03-11;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;SEA FUN;D;PLASTIK;3.16;1.58;0.25;1988;2014-09-19;1;11.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FALCON;BR8;C;ALUMIINIUM;7.04;2.6;0.43;2021;2021-07-21;1;224.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VORONEZ;-;D;ALUMIINIUM;4.3;1.6;0.2;1980;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AKVEREX;TRELO;D;PLASTIK;3.35;1.4;;2017;2017-04-05;0;;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RATOR;15Y;C;PLASTIK;5.25;1.7;0.45;;2013-07-05;1;29.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2016;2016-04-15;1;3.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;MARINE 420 AB;C;KANGAS;4.2;1.9;0.15;2013;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PAKRI;450 CLASSIC;D;PLASTIK;4.5;1.6;0.3;2007;;1;11.2;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.6;1.7;0.0;1998;;0;2.0;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AQUA MARINA;BT-88850;D;KANGAS;2.77;1.5;0.1;2011;;1;7.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;C 370 AL;C;KANGAS;3.7;1.72;0.18;2021;2022-03-21;1;22.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;ALUMIINIUM;4.6;1.26;0.15;1972;;0;5.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.25;1981;;1;18.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;NORDIC 6020;C;PLASTIK;4.62;1.87;0.2;2008;;1;22.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NAVI;440;C;PLASTIK;4.4;1.8;0.9;1993;;1;6.0;Harju;FYYSILINE
JETT;;SEADOO;SPARK;C;;2.76;1.17;;;2020-07-07;1;66.2;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.5;1.5;0.15;2000;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;K300;C;KANGAS;3.0;1.47;0.0;2006;;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIGGEN;470 HT;C;PLASTIK;4.7;1.85;;1985;;1;37.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMUR-M;-;C;ALUMIINIUM;5.75;1.9;0.6;1980;2018-06-13;1;44.2;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MKM;-;D;ALUMIINIUM;4.1;1.5;0.2;1972;;1;;Ida-Viru;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;SILVER;FOX 485 DC;C;ALUMIINIUM;4.85;1.95;0.25;2003;;1;37.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;NORDIC 6020 C;C;PLASTIK;4.62;1.87;0.2;2006;;1;22.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CHEYENNE II;500;D;KANGAS;3.35;1.39;0.1;2011;2014-07-23;0;1.8;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JANMOR;530;C;PLASTIK;5.3;2.33;0.25;2014;2014-08-01;1;73.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;SPORDIKAATER;334;C;PLASTIK;5.5;2.1;0.5;1990;;1;73.5;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.65;0.2;1978;;1;6.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;M2;C;ALUMIINIUM;4.86;1.86;0.28;2021;2022-03-08;1;30.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PUIT;3.8;1.3;0.0;1992;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;QUICKSILVER;QS 675 PILOTHOUSE;C;PLASTIK;6.3;2.54;0.53;2014;;1;147.0;Harju;FYYSILINE
JETT;;SEA-DOO;RXT;;MUU;3.31;1.22;0.0;2006;;0;160.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;BELLA;FJORD;D;PLASTIK;4.36;1.46;0.25;1989;;1;2.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;OMAVALMISTATUD;D;PLASTIK;4.3;1.6;0.28;1999;;1;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;430;D;PLASTIK;4.3;1.7;0.3;1992;;1;29.5;Valga;FYYSILINE
VÄIKELAEV;PURJEJAHT;BIRDIE;24;B;PLASTIK;7.6;2.25;1.4;1979;;1;11.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;UTTERN;T51 OUTBOARD;C;KANGAS;4.92;2.05;0.37;2017;2021-09-30;1;74.6;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CHAPARRAL BOATS;-;C;PLASTIK;5.6;2.4;0.5;1996;;1;101.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;385;D;PLASTIK;3.8;1.5;0.2;2008;;1;4.4;Lääne-Viru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;HIIU;450;D;PLASTIK;4.5;1.6;0.35;2008;;1;10.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LAMI;425 RX;D;PLASTIK;4.25;1.6;0.2;1987;;1;25.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PLASTIK;5.9;2.03;0.3;1999;;1;15.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;C-440;-;D;PLASTIK;4.4;1.65;0.25;2016;2017-03-31;1;14.7;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;OB;3;D;ALUMIINIUM;4.3;1.56;0.25;1990;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;5.4;1.73;0.3;2009;;1;7.5;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;C;PUIT;4.5;1.9;0.3;1994;;1;30.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PK;350;D;KUMM;3.5;1.6;0.2;2004;;1;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PELLA;MINI;D;PLASTIK;4.0;1.45;0.15;2012;;1;3.0;Tartu;FYYSILINE
JETT;;YAMAHA;WAVE RUNNER GP 800X;;;2.85;1.15;;1999;;1;88.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;470;D;PLASTIK;4.7;1.38;0.18;2009;;1;1.5;Pärnu;FYYSILINE
JETT;;SEA-DOO;GTX LTD 300;C;;3.35;1.25;;;2020-06-29;1;217.0;Harju;JURIIDILINE
ALLA12MLAEV;KALAPAAT;OMAVALMISTATUD;-;C;PUIT;6.95;2.14;0.38;1983;;1;25.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ASTRA;360;D;PLASTIK;3.6;1.48;0.25;2015;2015-05-27;1;7.5;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SEEMANN;MLA 2800;D;KANGAS;2.8;1.34;;2016;2017-08-02;1;3.7;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DIANA;19;C;PLASTIK;5.8;2.15;0.6;1976;2017-08-31;1;11.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;-;D;PLASTIK;4.3;1.58;0.2;1999;;0;4.5;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;C;PUIT;5.5;2.1;0.4;;2019-07-10;1;37.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;BIG FUN 1600S;C;PLASTIK;4.7;1.85;0.35;;2019-09-08;1;52.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BENETEAU;ANTARES 6.80;C;PLASTIK;6.42;2.59;1.38;2007;2015-05-15;1;86.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;B 330 AD;C;KANGAS;3.3;1.54;0.18;;2021-11-12;1;14.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NORDLINE;29;D;PLASTIK;2.59;1.35;0.15;;2020-08-07;0;4.5;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.3;1972;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;451TL;D;PLASTIK;4.51;1.8;0.3;1991;2015-04-23;1;30.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KASSE;455 R;D;PLASTIK;4.57;1.63;0.23;2017;2017-06-05;1;12.0;Lääne-Viru;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.36;1.39;0.0;1991;;0;2.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2002;;1;3.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FJORDSTAR;450 CLASSIC;C;KUMM;4.5;2.0;0.24;2015;2015-05-28;1;37.0;Hiiu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;JAGO;320;D;KANGAS;3.2;1.54;;2016;2018-02-08;1;11.0;;FYYSILINE
ALLA12MLAEV;KALAPAAT;ROBUST;15;D;PLASTIK;4.47;1.76;0.31;2013;;1;12.0;Lääne-Viru;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;IDEAL;415;D;PLASTIK;4.15;1.55;;2013;2015-05-19;1;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HONDA MARINE;T30;D;KUMM;2.97;1.95;0.0;2006;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;B 370 AL;C;KANGAS;3.7;1.72;0.18;2021;2022-07-01;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;M;D;ALUMIINIUM;4.3;1.3;;;2020-09-03;1;22.1;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FIBRAFORT;FISHERMANN 190;C;PLASTIK;5.61;2.17;0.32;2008;;0;86.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;COBREY;33 HT;B;PLASTIK;9.8;3.19;0.97;2016;2016-07-13;2;471.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;HIIU;450;D;PLASTIK;4.5;1.6;0.35;2012;;1;10.0;Saare;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;-;-;C;KANGAS;3.8;1.75;0.0;2003;;0;4.0;Harju;JURIIDILINE
ALLA12MLAEV;KALAPAAT;C-440;-;D;PLASTIK;4.4;1.65;0.25;2009;;1;15.0;Saare;JURIIDILINE
VÄIKELAEV;KALAPAAT;-;-;D;PLASTIK;4.36;1.46;0.15;1988;;0;4.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;410;D;PLASTIK;4.1;1.72;0.25;1987;2022-10-07;1;14.9;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;700;C;PLASTIK;7.05;2.47;0.6;;;1;25.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;B 420 AL;C;KANGAS;4.2;1.9;0.18;;2019-05-29;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;385;D;PLASTIK;3.83;1.51;0.25;1974;2018-05-30;1;4.4;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.2;1992;;0;0.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.0;1.15;0.15;1994;;1;6.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMEGA;TP330KU;C;KANGAS;3.3;1.6;0.25;2017;2022-02-21;0;9.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;WALKER BAY;10;D;PLASTIK;2.95;1.45;0.2;2013;2015-07-24;1;3.6;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.2;2008;;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA MASTER;M500;C;PLASTIK;4.99;2.27;0.25;2008;;1;66.2;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ADMIRAL;AM 320C;C;KANGAS;3.2;1.45;0.39;;2021-07-20;0;7.4;Rapla;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ORION;8;D;KUMM;3.0;1.45;0.1;1999;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.2;1985;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;ALUMIINIUM;4.65;1.7;0.2;1976;;0;5.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.0;1.0;0.15;1991;;1;6.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA RAY;SEVILLE;C;PLASTIK;5.1;2.2;0.3;1987;;1;96.0;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;CRAB K-300;C;KANGAS;3.0;1.48;0.2;2016;2016-08-30;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;D;PLASTIK;4.5;1.6;0.2;1991;;1;6.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;M;D;ALUMIINIUM;4.63;1.6;0.3;1971;;0;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.36;1.46;0.2;1990;;1;6.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;PAKRI;450 COMFORT ;C;PLASTIK;4.5;1.6;0.28;2011;;1;11.2;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;ORION;10 E;D;KUMM;3.2;1.5;0.1;2007;;1;7.4;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;330;D;KANGAS;3.3;1.65;0.2;2015;2015-11-06;1;11.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.4;1.75;0.15;2004;;0;4.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;SEA FUN C;D;PLASTIK;4.05;1.65;0.2;1989;;1;22.0;Põlva;FYYSILINE
VÄIKELAEV;PURJEJAHT;TARGA;96;B;PLASTIK;9.61;3.01;1.4;1978;2016-09-27;1;21.3;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;C;ALUMIINIUM;4.65;1.7;0.25;1991;;1;22.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;D;ALUMIINIUM;4.3;1.55;0.2;1987;;0;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SOUTHLAND;FLY SE;C;ALUMIINIUM;6.09;2.44;0.2;2008;;1;30.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HONDA;T32-IE;C;KANGAS;3.2;1.54;0.1;2004;;1;12.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;DULKAN;K 345;D;KANGAS;3.45;1.65;0.05;2008;;1;3.0;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.2;1.5;0.1;1990;;0;0.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FOUR WINNS;170 FREEDOM;C;PLASTIK;5.65;2.2;0.4;1989;2018-07-28;1;147.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GRAND;S470;C;PLASTIK;4.7;2.05;0.1;2012;;1;44.1;;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;AKVEREX;400;D;PLASTIK;4.0;1.5;0.6;2017;2017-03-27;0;4.0;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;KUMM;3.0;1.25;0.1;2000;;1;3.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.36;1.46;0.2;1992;;1;1.6;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;S;C;ALUMIINIUM;4.58;1.88;0.19;2007;;1;22.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ASTRA;470;D;PLASTIK;4.7;1.8;0.3;2018;2018-06-09;1;29.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.3;1980;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;C;ALUMIINIUM;4.65;1.7;0.3;1977;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2016;2016-03-23;1;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PUIT;6.0;2.0;0.3;2005;;1;22.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GOBBI;225 S;C;PLASTIK;6.8;2.5;;;2022-02-28;1;184.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;ALUMACRAFT;ESCAPE 165CS;D;ALUMIINIUM;5.03;1.94;0.31;2016;2016-07-13;1;37.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;AXOPAR;37 XC;B;PLASTIK;11.6;3.36;0.85;2021;2021-04-15;2;522.0;Lääne;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;STAR BOAT;450;C;ALUMIINIUM;4.46;1.65;0.23;2016;2016-08-12;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.1;1.5;0.0;1997;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VELES;301;D;KANGAS;3.0;1.45;0.15;2009;;1;7.4;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2007;;1;4.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CATRAN;GLIDE IBP-300;D;KANGAS;2.85;1.36;0.15;2014;2018-07-12;1;2.6;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;440;C;PLASTIK;4.37;1.77;0.2;1990;;1;15.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;385;D;PLASTIK;3.8;1.5;0.2;2010;;1;4.5;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;-;C;PLASTIK;4.25;1.52;0.0;1990;;1;4.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;-;D;ALUMIINIUM;4.63;1.26;0.2;1970;;1;9.9;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;C-440;-;D;PLASTIK;4.4;1.45;0.2;2001;;1;14.7;Pärnu;FYYSILINE
VÄIKELAEV;PURJEJAHT;NORDIC FOLKBOOT;-;C;PLASTIK;7.62;2.2;1.2;;2020-05-13;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;TERAS;4.2;1.55;0.17;1982;;0;4.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;MOOTORPAAT;SEILSAT;440;C;PLASTIK;4.4;1.45;0.2;2001;;1;14.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ORION;5;D;KUMM;2.6;1.4;0.1;2008;;1;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MARINO;15R;C;PLASTIK;4.8;1.9;0.35;1984;;1;55.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LOHI;43;D;PLASTIK;4.3;1.6;0.2;1990;;1;10.0;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LINDER;SPORTSMAN 445 MAX;C;ALUMIINIUM;4.51;1.75;0.2;2021;2021-10-05;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BL-665;-;C;PLASTIK;6.65;2.15;0.4;1999;;1;165.4;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;MYRSKY-JANNE;600;C;PLASTIK;6.0;2.35;0.45;1979;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.25;1981;;1;37.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2022;;1;3.0;Viljandi;FYYSILINE
ALLA12MLAEV;KALAPAAT;MSP;-;C;TERAS;11.95;3.02;0.76;1994;;1;57.0;Jõgeva;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.3;1.58;0.0;2000;;0;5.0;;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;ROBUST;15;D;PLASTIK;4.47;1.76;0.31;2022;2022-06-07;1;12.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;UFIMKA;21;D;KUMM;2.65;1.15;;2002;;0;;Jõgeva;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;;PUIT;3.95;1.3;0.1;1980;;0;6.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DNEPR;-;D;ALUMIINIUM;4.4;1.59;0.2;1985;;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;REGAL;182 SE;C;PLASTIK;5.7;2.4;0.4;1995;;1;99.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAFA;-;D;PUIT;3.8;1.6;0.16;1992;;1;6.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;KAKUAAM;-;C;PUIT;11.9;3.15;1.3;2003;;1;75.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;REGAL;2100;C;KANGAS;6.4;2.5;0.8;2014;2014-07-25;1;224.0;Jõgeva;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;MARINO;7000;C;PLASTIK;7.1;2.4;0.5;;2020-05-13;1;160.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA-DOO;SPORTSTER SCIC;C;PLASTIK;4.67;2.16;;2006;;1;161.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;ENDURO 380 PG;C;KANGAS;3.8;1.7;0.15;2013;2015-05-26;1;14.9;Tartu;FYYSILINE
JETT;;YAMAHA;GP 1800;C;;3.35;1.22;;2017;2017-06-05;1;184.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;STING;730 FT;C;PLASTIK;6.8;2.55;0.42;;2021-04-28;1;147.1;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BUSH;330;C;KUMM;3.3;1.53;0.28;2009;;1;15.0;Valga;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.0;1.5;0.0;1978;;1;8.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;415 R;C;PLASTIK;4.15;1.75;0.3;1979;;1;15.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.2;1989;;1;22.0;Viljandi;FYYSILINE
